cust_id,age,gender,marital_status,employment_status,income,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode,loan_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
C38429,41,M,Single,Self-Employed,2444000,2,Owned,22,Mumbai,Maharashtra,400001,L38429,Home,Secured,8442000,8412000,168240.0,1514160,6729600,40,1569332,842543,2023-05-27,2023-06-23,True,2,2,24,5,23,7,81
C38430,59,M,Single,Self-Employed,1626000,0,Mortgage,23,Ahmedabad,Gujarat,380001,L38430,Home,Secured,4753000,4000000,80000.0,720000,3200000,26,940224,597197,2023-05-27,2023-06-10,True,3,0,97,11,58,8,95
C38431,29,M,Single,Self-Employed,926000,0,Owned,13,Delhi,Delhi,110001,L38431,Home,Secured,3680000,3290000,65800.0,592200,2632000,38,530552,243790,2023-05-27,2023-06-26,False,2,1,47,1,3,5,5
C38432,26,M,Married,Self-Employed,230000,2,Owned,8,Hyderabad,Telangana,500001,L38432,Home,Secured,898000,804000,16080.0,144720,643200,25,98678,80345,2023-05-27,2023-06-04,False,1,2,52,0,0,3,70
C38433,46,M,Single,Self-Employed,1070000,0,Rented,15,Pune,Maharashtra,411001,L38433,Personal,Unsecured,814000,697000,13940.0,125460,557600,8,501839,322918,2023-05-27,2023-06-14,False,3,1,73,10,45,8,27
C38434,37,M,Single,Salaried,141000,0,Mortgage,25,Kolkata,West Bengal,700001,L38434,Personal,Unsecured,126000,120000,2400.0,21600,96000,17,69393,41283,2023-05-27,2023-06-22,False,1,1,36,0,0,5,71
C38435,34,M,Single,Self-Employed,2954000,1,Mortgage,14,Ahmedabad,Gujarat,380001,L38435,Education,Secured,5192000,4629000,92580.0,833220,3703200,37,1360665,828185,2023-05-27,2023-06-22,False,2,1,43,16,93,7,17
C38436,27,M,Single,Salaried,322000,0,Owned,10,Mumbai,Maharashtra,400001,L38436,Education,Secured,596000,454000,9080.0,81720,363200,19,165393,133380,2023-05-27,2023-06-24,False,3,0,75,0,0,8,5
C38437,20,M,Single,Self-Employed,346000,0,Owned,14,Chennai,Tamil Nadu,600001,L38437,Education,Secured,781000,684000,13680.0,123120,547200,27,136315,114524,2023-05-27,2023-06-14,True,3,2,107,0,0,6,99
C38438,25,F,Single,Self-Employed,1927000,0,Rented,29,Mumbai,Maharashtra,400001,L38438,Education,Secured,3549000,3058000,61160.0,550440,2446400,46,1143962,731594,2023-05-27,2023-06-13,False,3,2,39,0,0,6,3
C38439,56,M,Single,Self-Employed,131000,0,Owned,7,Jaipur,Rajasthan,302001,L38439,Home,Secured,356000,292000,5840.0,52560,233600,45,80898,37675,2023-05-27,2023-06-23,True,1,0,56,9,50,3,92
C38440,39,F,Married,Self-Employed,251000,2,Mortgage,11,Chennai,Tamil Nadu,600001,L38440,Home,Secured,840000,825000,16500.0,148500,660000,32,151766,109304,2023-05-27,2023-06-06,False,2,0,82,0,0,4,6
C38441,20,M,Single,Self-Employed,778000,0,Owned,25,Jaipur,Rajasthan,302001,L38441,Home,Secured,3456000,3092000,61840.0,556560,2473600,44,416109,270412,2023-05-27,2023-06-18,False,3,0,101,6,41,3,0
C38442,51,M,Married,Self-Employed,1642000,3,Owned,9,Bangalore,Karnataka,560001,L38442,Personal,Unsecured,1214000,1066000,21320.0,191880,852800,21,766722,461130,2023-05-27,2023-06-14,False,1,0,54,3,15,2,13
C38443,52,M,Married,Self-Employed,5021000,2,Owned,16,Mumbai,Maharashtra,400001,L38443,Auto,Secured,5630000,4513000,90260.0,812340,3610400,28,3087893,1508929,2023-05-27,2023-05-30,False,1,2,31,0,0,4,2
C38444,52,M,Married,Self-Employed,533000,2,Owned,6,Pune,Maharashtra,411001,L38444,Personal,Unsecured,357000,264000,5280.0,47520,211200,9,190079,140420,2023-05-27,2023-06-25,False,4,0,115,0,0,4,21
C38445,35,F,Single,Self-Employed,8216000,0,Owned,25,Mumbai,Maharashtra,400001,L38445,Education,Secured,15244000,14127000,282540.0,2542860,11301600,54,4482285,3416633,2023-05-27,2023-06-26,False,4,1,104,0,0,9,49
C38446,37,M,Married,Salaried,1529000,3,Owned,23,Lucknow,Uttar Pradesh,226001,L38446,Personal,Unsecured,1408000,1218000,24360.0,219240,974400,19,679530,743009,2023-05-27,2023-06-07,False,1,1,26,0,0,4,56
C38447,41,F,Married,Self-Employed,932000,2,Owned,24,Mumbai,Maharashtra,400001,L38447,Personal,Unsecured,741000,629000,12580.0,113220,503200,11,452879,390141,2023-05-27,2023-06-06,False,3,0,136,6,35,3,9
C38448,54,F,Single,Self-Employed,3901000,0,Owned,5,Hyderabad,Telangana,500001,L38448,Home,Secured,12067000,9918000,198360.0,1785240,7934400,26,2872275,1286304,2023-05-27,2023-06-09,False,3,0,26,1,2,6,6
C38449,34,F,Single,Salaried,265000,0,Owned,11,Delhi,Delhi,110001,L38449,Auto,Secured,367000,319000,6380.0,57420,255200,30,165579,82302,2023-05-28,2023-06-10,False,3,0,34,6,26,5,43
C38450,32,F,Married,Self-Employed,3930000,3,Owned,30,Kolkata,West Bengal,700001,L38450,Personal,Unsecured,3501000,3305000,66100.0,594900,2644000,17,2379599,1291944,2023-05-28,2023-06-09,False,2,2,107,8,53,7,48
C38451,46,F,Married,Self-Employed,2734000,5,Rented,29,Pune,Maharashtra,411001,L38451,Personal,Unsecured,2236000,1983000,39660.0,356940,1586400,14,1427759,825554,2023-05-28,2023-05-31,False,1,0,28,0,0,5,14
C38452,52,M,Married,Self-Employed,6449000,3,Owned,23,Jaipur,Rajasthan,302001,L38452,Auto,Secured,7594000,6030000,120600.0,1085400,4824000,34,4341599,1999660,2023-05-28,2023-05-31,False,4,1,117,21,135,8,60
C38453,39,M,Married,Self-Employed,623000,2,Mortgage,25,Kolkata,West Bengal,700001,L38453,Home,Secured,2355000,2084000,41680.0,375120,1667200,32,309102,278906,2023-05-28,2023-06-02,False,3,1,77,18,85,7,35
C38454,46,M,Married,Self-Employed,2969000,3,Mortgage,17,Jaipur,Rajasthan,302001,L38454,Personal,Unsecured,2447000,1791000,35820.0,322380,1432800,7,1289519,520602,2023-05-28,2023-06-01,False,2,0,111,19,102,2,60
C38455,41,F,Single,Self-Employed,2409000,0,Rented,27,Ahmedabad,Gujarat,380001,L38455,Home,Secured,8074000,7038000,140760.0,1266840,5630400,27,1391207,974483,2023-05-28,2023-05-29,False,4,2,101,1,3,5,46
C38456,37,F,Married,Salaried,545000,2,Owned,26,Bangalore,Karnataka,560001,L38456,Personal,Unsecured,502000,358000,7160.0,64440,286400,16,257759,135370,2023-05-28,2023-06-08,False,1,0,47,3,10,2,43
C38457,31,F,Single,Self-Employed,795000,0,Rented,6,Kolkata,West Bengal,700001,L38457,Personal,Unsecured,690000,608000,12160.0,109440,486400,19,364918,333543,2023-05-28,2023-06-15,False,4,1,170,6,38,7,78
C38458,28,F,Married,Salaried,760000,3,Owned,19,Ahmedabad,Gujarat,380001,L38458,Personal,Unsecured,733000,557000,11140.0,100260,445600,8,401039,245589,2023-05-28,2023-06-12,False,4,2,120,3,5,6,5
C38459,33,M,Single,Salaried,119000,1,Owned,8,Hyderabad,Telangana,500001,L38459,Personal,Unsecured,108000,91000,1820.0,16380,72800,15,57943,56257,2023-05-28,2023-06-19,False,3,1,122,0,0,7,29
C38460,30,M,Single,Self-Employed,3785000,0,Owned,27,Bangalore,Karnataka,560001,L38460,Personal,Unsecured,3422000,2547000,50940.0,458460,2037600,6,1833839,1065116,2023-05-28,2023-06-23,False,1,0,26,7,42,3,7
C38461,42,M,Married,Self-Employed,3447000,2,Mortgage,7,Ahmedabad,Gujarat,380001,L38461,Personal,Unsecured,2642000,2555000,51100.0,459900,2044000,18,1666905,1265996,2023-05-28,2023-06-09,False,1,1,6,2,10,6,20
C38462,52,M,Married,Salaried,627000,2,Owned,17,Ahmedabad,Gujarat,380001,L38462,Education,Secured,845000,655000,13100.0,117900,524000,29,467833,209390,2023-05-28,2023-06-25,False,4,0,118,0,0,4,37
C38463,42,F,Single,Self-Employed,1775000,0,Mortgage,6,Jaipur,Rajasthan,302001,L38463,Home,Secured,6462000,4692000,93840.0,844560,3753600,26,1121511,454197,2023-05-28,2023-06-25,False,3,2,74,4,21,6,48
C38464,30,M,Single,Salaried,2349000,0,Owned,15,Bangalore,Karnataka,560001,L38464,Personal,Unsecured,2366000,1935000,38700.0,348300,1548000,16,1327205,1247856,2023-05-28,2023-06-17,False,1,0,20,5,29,6,17
C38465,48,M,Married,Self-Employed,1551000,5,Owned,13,Chennai,Tamil Nadu,600001,L38465,Home,Secured,4629000,3870000,77400.0,696600,3096000,45,1145164,431950,2023-05-28,2023-06-16,False,4,2,87,0,0,4,42
C38466,42,M,Married,Self-Employed,2333000,3,Owned,1,Kolkata,West Bengal,700001,L38466,Home,Secured,8309000,6848000,136960.0,1232640,5478400,35,1386104,814174,2023-05-28,2023-06-01,False,2,2,65,11,66,4,7
C38467,44,F,Single,Self-Employed,1746000,0,Mortgage,2,Ahmedabad,Gujarat,380001,L38467,Education,Secured,3066000,2859000,57180.0,514620,2287200,56,1335770,871306,2023-05-28,2023-06-24,False,4,1,108,0,0,4,27
C38468,34,F,Single,Self-Employed,135000,2,Owned,19,Bangalore,Karnataka,560001,L38468,Education,Secured,261000,249000,4980.0,44820,199200,32,95719,49357,2023-05-28,2023-06-12,False,4,2,99,0,0,8,89
C38469,51,F,Single,Self-Employed,2935000,0,Owned,22,Pune,Maharashtra,411001,L38469,Personal,Unsecured,2338000,2317000,46340.0,417060,1853600,19,1668239,890104,2023-05-28,2023-06-10,False,3,0,87,5,27,5,4
C38470,51,M,Single,Self-Employed,3165000,1,Owned,20,Bangalore,Karnataka,560001,L38470,Personal,Unsecured,2210000,1897000,37940.0,341460,1517600,18,1365839,733416,2023-05-28,2023-06-08,False,2,2,85,7,45,3,23
C38471,38,F,Married,Salaried,3961000,3,Rented,6,Delhi,Delhi,110001,L38471,Education,Secured,7056000,5145000,102900.0,926100,4116000,58,2458302,2177475,2023-05-28,2023-06-19,False,3,0,139,2,5,6,33
C38472,47,M,Single,Self-Employed,6057000,0,Owned,5,Pune,Maharashtra,411001,L38472,Auto,Secured,6876000,5243000,104860.0,943740,4194400,26,3774959,1346986,2023-05-28,2023-06-14,False,4,1,160,0,0,9,24
C38473,51,M,Married,Self-Employed,2529000,5,Mortgage,5,Hyderabad,Telangana,500001,L38473,Personal,Unsecured,1891000,1504000,30080.0,270720,1203200,22,1082879,896799,2023-05-28,2023-06-21,False,4,1,133,2,16,9,23
C38474,35,M,Married,Salaried,3164000,5,Mortgage,8,Ahmedabad,Gujarat,380001,L38474,Personal,Unsecured,2823000,2492000,49840.0,448560,1993600,7,1722255,1293893,2023-05-28,2023-06-09,False,2,0,104,12,67,3,51
C38475,39,M,Single,Self-Employed,1517000,1,Owned,13,Ahmedabad,Gujarat,380001,L38475,Auto,Secured,1761000,1715000,34300.0,308700,1372000,14,712758,727114,2023-05-28,2023-06-25,False,1,2,52,0,0,3,64
C38476,40,M,Married,Self-Employed,11591000,5,Owned,2,Jaipur,Rajasthan,302001,L38476,Home,Secured,38607000,33605000,672100.0,6048900,26884000,38,5000000,4043559,2023-05-29,2023-06-14,False,4,2,110,7,33,6,7
C38477,29,M,Married,Salaried,4752000,3,Owned,20,Hyderabad,Telangana,500001,L38477,Personal,Unsecured,4284000,3933000,78660.0,707940,3146400,23,2394807,2030528,2023-05-29,2023-06-10,False,3,0,130,0,0,7,97
C38478,44,M,Married,Self-Employed,3162000,2,Rented,17,Kolkata,West Bengal,700001,L38478,Home,Secured,11233000,9947000,198940.0,1790460,7957600,39,2349424,1301753,2023-05-29,2023-06-21,True,4,2,110,2,16,8,89
C38479,50,M,Married,Self-Employed,1617000,3,Owned,19,Chennai,Tamil Nadu,600001,L38479,Education,Secured,2645000,2108000,42160.0,379440,1686400,58,892345,709327,2023-05-29,2023-06-12,False,4,0,150,3,16,5,19
C38480,38,M,Single,Self-Employed,476000,2,Owned,29,Pune,Maharashtra,411001,L38480,Home,Secured,1817000,1300000,26000.0,234000,1040000,36,256782,165256,2023-05-29,2023-06-13,False,1,1,5,0,0,2,32
C38481,43,M,Married,Salaried,1768000,2,Rented,24,Chennai,Tamil Nadu,600001,L38481,Education,Secured,2685000,1942000,38840.0,349560,1553600,13,989798,641526,2023-05-29,2023-06-28,False,1,2,38,0,0,3,49
C38482,53,F,Married,Self-Employed,2703000,4,Owned,16,Delhi,Delhi,110001,L38482,Personal,Unsecured,1983000,1427000,28540.0,256860,1141600,21,1027439,1007345,2023-05-29,2023-06-14,False,2,2,48,24,146,4,30
C38483,35,M,Married,Self-Employed,2904000,2,Rented,3,Pune,Maharashtra,411001,L38483,Home,Secured,10563000,7467000,149340.0,1344060,5973600,25,1839896,1289443,2023-05-29,2023-06-12,True,2,1,34,2,13,2,92
C38484,43,M,Married,Self-Employed,8454000,5,Owned,12,Chennai,Tamil Nadu,600001,L38484,Education,Secured,13909000,10072000,201440.0,1812960,8057600,12,4624670,3391529,2023-05-29,2023-06-10,False,3,2,90,0,0,6,1
C38485,34,M,Single,Salaried,502000,2,Owned,20,Jaipur,Rajasthan,302001,L38485,Personal,Unsecured,499000,425000,8500.0,76500,340000,18,280223,190868,2023-05-29,2023-06-17,False,3,2,57,8,29,8,42
C38486,34,F,Single,Salaried,877000,2,Owned,3,Delhi,Delhi,110001,L38486,Personal,Unsecured,801000,630000,12600.0,113400,504000,12,453599,286531,2023-05-29,2023-05-31,False,1,1,2,2,7,6,10
C38487,43,F,Single,Self-Employed,194000,2,Owned,21,Pune,Maharashtra,411001,L38487,Home,Secured,599000,455000,9100.0,81900,364000,34,143064,76975,2023-05-29,2023-06-02,False,3,2,136,3,16,3,21
C38488,42,M,Single,Self-Employed,1169000,0,Mortgage,9,Lucknow,Uttar Pradesh,226001,L38488,Personal,Unsecured,919000,815000,16300.0,146700,652000,12,586799,590585,2023-05-29,2023-06-22,False,1,1,49,0,0,6,48
C38489,45,M,Married,Salaried,3829000,4,Mortgage,23,Ahmedabad,Gujarat,380001,L38489,Personal,Unsecured,3177000,2431000,48620.0,437580,1944800,14,1750319,1199741,2023-05-29,2023-06-13,False,1,0,36,4,17,4,64
C38490,40,F,Married,Self-Employed,7298000,2,Owned,29,Bangalore,Karnataka,560001,L38490,Personal,Unsecured,5000000,3697000,73940.0,665460,2957600,23,2661839,2182120,2023-05-29,2023-06-11,False,3,1,113,1,8,3,70
C38491,44,M,Single,Self-Employed,135000,0,Mortgage,21,Hyderabad,Telangana,500001,L38491,Personal,Unsecured,108000,102000,2040.0,18360,81600,11,73439,50003,2023-05-29,2023-06-07,False,1,1,22,6,23,2,0
C38492,56,M,Married,Self-Employed,6738000,3,Owned,7,Delhi,Delhi,110001,L38492,Auto,Secured,6432000,5869000,117380.0,1056420,4695200,19,3651376,2045920,2023-05-29,2023-06-18,False,2,0,59,2,13,7,9
C38493,50,M,Single,Self-Employed,2440000,0,Owned,15,Kolkata,West Bengal,700001,L38493,Auto,Secured,2711000,1987000,39740.0,357660,1589600,24,1419567,904130,2023-05-29,2023-06-05,False,2,1,74,0,0,2,20
C38494,43,M,Married,Salaried,3970000,2,Mortgage,28,Kolkata,West Bengal,700001,L38494,Auto,Secured,4508000,3629000,72580.0,653220,2903200,13,2612879,1635057,2023-05-29,2023-06-08,False,4,1,143,11,74,9,16
C38495,45,M,Married,Self-Employed,231000,5,Rented,11,Hyderabad,Telangana,500001,L38495,Auto,Secured,271000,269000,5380.0,48420,215200,22,116291,82208,2023-05-29,2023-06-25,False,3,0,73,15,67,7,27
C38496,37,F,Married,Salaried,9739000,3,Mortgage,20,Mumbai,Maharashtra,400001,L38496,Education,Secured,17040000,12474000,249480.0,2245320,9979200,42,5000000,4964103,2023-05-29,2023-06-05,True,4,0,115,0,0,7,89
C38497,38,M,Single,Self-Employed,6678000,1,Owned,3,Kolkata,West Bengal,700001,L38497,Auto,Secured,9156000,8894000,177880.0,1600920,7115200,20,3456886,2382029,2023-05-29,2023-06-05,False,1,0,11,0,0,1,0
C38498,44,M,Married,Salaried,647000,4,Rented,20,Ahmedabad,Gujarat,380001,L38498,Home,Secured,1996000,1518000,30360.0,273240,1214400,37,401669,312893,2023-05-29,2023-06-25,False,2,1,96,0,0,6,28
C38499,40,F,Single,Salaried,3572000,1,Owned,6,Jaipur,Rajasthan,302001,L38499,Auto,Secured,4997000,4329000,86580.0,779220,3463200,27,2422109,1319231,2023-05-29,2023-06-17,False,4,1,123,0,0,4,78
C38500,47,F,Single,Self-Employed,749000,1,Owned,4,Delhi,Delhi,110001,L38500,Education,Secured,1128000,930000,18600.0,167400,744000,43,449731,214182,2023-05-29,2023-06-22,False,3,1,49,4,24,3,58
C38501,52,F,Married,Self-Employed,2468000,2,Owned,5,Jaipur,Rajasthan,302001,L38501,Home,Secured,7298000,7059000,141180.0,1270620,5647200,43,1871555,710536,2023-05-29,2023-06-22,False,2,1,91,0,0,7,9
C38502,38,M,Single,Self-Employed,1877000,0,Owned,23,Chennai,Tamil Nadu,600001,L38502,Auto,Secured,2258000,1596000,31920.0,287280,1276800,35,984057,683933,2023-05-29,2023-06-02,False,3,1,105,0,0,4,31
C38503,19,M,Single,Salaried,2041000,1,Owned,7,Jaipur,Rajasthan,302001,L38503,Personal,Unsecured,2227000,1996000,39920.0,359280,1596800,16,1135081,697303,2023-05-29,2023-06-25,False,4,2,85,0,0,4,31
C38504,60,F,Married,Self-Employed,9810000,3,Owned,31,Hyderabad,Telangana,500001,L38504,Education,Secured,12441000,8769000,175380.0,1578420,7015200,18,5000000,3174445,2023-05-30,2023-06-23,False,1,0,50,0,0,1,91
C38505,33,M,Single,Salaried,103000,1,Owned,27,Hyderabad,Telangana,500001,L38505,Auto,Secured,136000,116000,2320.0,20880,92800,12,61282,43565,2023-05-30,2023-06-16,False,3,2,106,0,0,4,52
C38506,41,M,Single,Salaried,9591000,0,Owned,11,Delhi,Delhi,110001,L38506,Auto,Secured,10000000,9881000,197620.0,1778580,7904800,20,5000000,2925283,2023-05-30,2023-06-07,False,4,2,119,5,19,8,86
C38507,47,F,Single,Self-Employed,1709000,0,Owned,3,Lucknow,Uttar Pradesh,226001,L38507,Personal,Unsecured,1309000,964000,19280.0,173520,771200,13,694079,806582,2023-05-30,2023-06-14,False,2,0,72,4,15,5,50
C38508,54,M,Single,Self-Employed,1505000,0,Mortgage,30,Jaipur,Rajasthan,302001,L38508,Personal,Unsecured,1032000,1023000,20460.0,184140,818400,21,736559,614740,2023-05-30,2023-06-27,False,2,2,110,0,0,2,49
C38509,58,M,Single,Self-Employed,3683000,1,Owned,21,Pune,Maharashtra,411001,L38509,Personal,Unsecured,2350000,1899000,37980.0,341820,1519200,11,1367279,1813789,2023-05-30,2023-06-03,False,1,0,36,0,0,2,11
C38510,36,M,Married,Self-Employed,1192000,3,Rented,14,Chennai,Tamil Nadu,600001,L38510,Personal,Unsecured,974000,747000,14940.0,134460,597600,14,537839,482288,2023-05-30,2023-06-21,False,3,2,119,0,0,4,41
C38511,51,M,Married,Self-Employed,299000,5,Owned,11,Jaipur,Rajasthan,302001,L38511,Home,Secured,957000,872000,17440.0,156960,697600,26,194751,78618,2023-05-30,2023-06-08,True,2,2,65,0,0,7,87
C38512,41,M,Single,Self-Employed,2462000,0,Owned,16,Bangalore,Karnataka,560001,L38512,Home,Secured,8102000,7152000,143040.0,1287360,5721600,37,1195868,797220,2023-05-30,2023-06-11,True,1,1,59,0,0,3,97
C38513,67,F,Single,Self-Employed,1663000,1,Owned,26,Hyderabad,Telangana,500001,L38513,Personal,Unsecured,1068000,1062000,21240.0,191160,849600,21,764639,831700,2023-05-30,2023-06-18,False,1,2,35,6,40,5,41
C38514,51,M,Married,Self-Employed,1907000,2,Owned,15,Ahmedabad,Gujarat,380001,L38514,Education,Secured,2812000,2075000,41500.0,373500,1660000,38,1331079,609742,2023-05-30,2023-06-07,False,4,1,128,0,0,5,95
C38515,38,M,Married,Self-Employed,2097000,4,Owned,28,Jaipur,Rajasthan,302001,L38515,Personal,Unsecured,1925000,1748000,34960.0,314640,1398400,18,1066400,837896,2023-05-30,2023-06-09,False,2,0,66,0,0,2,15
C38516,32,M,Married,Salaried,890000,2,Owned,30,Jaipur,Rajasthan,302001,L38516,Personal,Unsecured,748000,723000,14460.0,130140,578400,23,399793,288218,2023-05-30,2023-06-08,False,2,0,56,0,0,7,22
C38517,18,M,Single,Salaried,1241000,0,Rented,23,Delhi,Delhi,110001,L38517,Home,Secured,5691000,5015000,100300.0,902700,4012000,38,460261,327769,2023-05-30,2023-06-14,False,2,2,72,8,46,6,48
C38518,46,M,Married,Self-Employed,2633000,4,Owned,6,Kolkata,West Bengal,700001,L38518,Education,Secured,4112000,3878000,77560.0,698040,3102400,18,1355671,701337,2023-05-30,2023-06-03,False,1,2,55,5,29,4,17
C38519,50,M,Single,Self-Employed,1733000,0,Owned,1,Chennai,Tamil Nadu,600001,L38519,Education,Secured,2583000,2096000,41920.0,377280,1676800,20,1223901,497755,2023-05-30,2023-06-25,False,4,2,136,5,30,7,40
C38520,47,M,Married,Self-Employed,509000,3,Rented,31,Lucknow,Uttar Pradesh,226001,L38520,Auto,Secured,548000,511000,10220.0,91980,408800,13,309752,245644,2023-05-30,2023-06-11,False,3,1,113,0,0,3,28
C38521,18,F,Single,Self-Employed,3315000,2,Rented,22,Jaipur,Rajasthan,302001,L38521,Personal,Unsecured,3891000,3336000,66720.0,600480,2668800,8,1645245,1041190,2023-05-30,2023-06-07,False,3,0,119,2,8,6,6
C38522,27,F,Single,Self-Employed,245000,1,Owned,18,Jaipur,Rajasthan,302001,L38522,Auto,Secured,328000,296000,5920.0,53280,236800,18,99603,71949,2023-05-30,2023-06-29,False,2,2,49,4,20,3,26
C38523,44,M,Single,Salaried,1538000,1,Mortgage,23,Ahmedabad,Gujarat,380001,L38523,Auto,Secured,1994000,1875000,37500.0,337500,1500000,23,932860,726214,2023-05-30,2023-06-19,False,4,2,110,6,33,6,86
C38524,57,M,Single,Self-Employed,1587000,1,Mortgage,30,Bangalore,Karnataka,560001,L38524,Personal,Unsecured,1195000,860000,17200.0,154800,688000,10,619199,697828,2023-05-30,2023-06-09,False,1,1,37,0,0,4,73
C38525,39,M,Married,Self-Employed,3024000,5,Mortgage,5,Hyderabad,Telangana,500001,L38525,Home,Secured,10438000,8950000,179000.0,1611000,7160000,34,1953778,1122471,2023-05-30,2023-06-23,False,3,1,59,0,0,4,46
C38526,50,F,Single,Self-Employed,3062000,1,Owned,16,Mumbai,Maharashtra,400001,L38526,Home,Secured,8300000,7164000,143280.0,1289520,5731200,43,1982519,743449,2023-05-30,2023-06-14,False,3,0,84,0,0,4,5
C38527,29,M,Single,Self-Employed,224000,1,Rented,15,Jaipur,Rajasthan,302001,L38527,Auto,Secured,323000,294000,5880.0,52920,235200,35,104521,65533,2023-05-30,2023-06-15,False,3,0,97,8,25,3,66
C38528,42,M,Married,Salaried,626000,3,Mortgage,16,Jaipur,Rajasthan,302001,L38528,Home,Secured,2025000,1630000,32600.0,293400,1304000,40,410982,230845,2023-05-30,2023-06-04,True,2,1,60,1,10,6,96
C38529,37,M,Single,Self-Employed,3259000,0,Owned,4,Hyderabad,Telangana,500001,L38529,Personal,Unsecured,3104000,2726000,54520.0,490680,2180800,8,1700911,1576968,2023-05-30,2023-06-17,False,1,2,24,0,0,4,70
C38530,51,M,Single,Self-Employed,3339000,0,Owned,7,Hyderabad,Telangana,500001,L38530,Auto,Secured,3356000,3097000,61940.0,557460,2477600,31,1696603,750200,2023-05-30,2023-06-10,False,1,0,58,0,0,2,68
C38531,34,F,Single,Self-Employed,10932000,0,Owned,25,Lucknow,Uttar Pradesh,226001,L38531,Home,Secured,40716000,33102000,662040.0,5958360,26481600,40,5000000,3257257,2023-05-31,2023-06-13,False,4,1,138,5,33,4,56
C38532,56,M,Married,Self-Employed,2628000,3,Owned,31,Bangalore,Karnataka,560001,L38532,Personal,Unsecured,1893000,1746000,34920.0,314280,1396800,14,1257119,678620,2023-05-31,2023-06-24,False,3,0,152,12,67,4,19
C38533,36,M,Married,Self-Employed,502000,5,Owned,10,Kolkata,West Bengal,700001,L38533,Education,Secured,956000,722000,14440.0,129960,577600,13,228309,277577,2023-05-31,2023-06-11,False,2,1,51,14,82,4,87
C38534,29,F,Single,Salaried,112000,1,Owned,27,Mumbai,Maharashtra,400001,L38534,Personal,Unsecured,112000,93000,1860.0,16740,74400,13,66762,41549,2023-05-31,2023-06-05,False,4,0,119,0,0,8,76
